,Season,TeamID,FGM,FGA,FG%,FGM_Ag,FGA_Ag,FG%_Ag,FGM_pg,FGM_Ag_pg,FGM3,FGA3,FG3%,FGM3_Ag,FGA3_Ag,FG3%_Ag,FGM3_pg,FGM3_Ag_pg,FTM,FTA,FT%,FTM_Ag,FTA_Ag,FTM_pg,FTM_Ag_pg,OR,OR_Ag,OR_pg,OR_Ag_pg,DR,DR_Ag,DR_pg,DR_Ag_pg,Ast,Ast_Ag,Ast_pg,Ast_Ag_pg,TO,TO_Ag,TO_pg,TO_Ag_pg,Stl,Stl_Ag,Stl_pg,Stl_Ag_pg,Blk,Blk_Ag,Blk_pg,Blk_Ag_pg,PF,PF_Ag,PF_pg,PF_Ag_pg
1083,2006,1212,613.0,1502.0,40.8123,603.0,1367.0,44.1112,24.52,24.12,124.0,408.0,30.3922,131.0,399.0,32.8321,4.96,5.24,313.0,470.0,66.5957,422.0,703.0,12.52,16.88,323.0,307.0,12.92,12.28,606.0,635.0,24.24,25.4,245.0,295.0,9.8,11.8,392.0,394.0,15.68,15.76,169.0,179.0,6.76,7.16,40.0,90.0,1.6,3.6,554.0,450.0,22.16,18.0
1084,2006,1214,743.0,1777.0,41.812,646.0,1622.0,39.8274,23.968,20.839,173.0,546.0,31.685,150.0,485.0,30.9278,5.581,4.839,412.0,664.0,62.0482,536.0,817.0,13.29,17.29,427.0,337.0,13.774,10.871,789.0,741.0,25.452,23.903,383.0,345.0,12.355,11.129,503.0,481.0,16.226,15.516,237.0,226.0,7.645,7.29,95.0,98.0,3.065,3.161,647.0,592.0,20.871,19.097
1085,2006,1216,660.0,1515.0,43.5644,627.0,1460.0,42.9452,24.444,23.222,160.0,483.0,33.1263,199.0,545.0,36.5138,5.926,7.37,329.0,524.0,62.7863,373.0,541.0,12.185,13.815,400.0,300.0,14.815,11.111,623.0,560.0,23.074,20.741,331.0,354.0,12.259,13.111,430.0,377.0,15.926,13.963,192.0,188.0,7.111,6.963,71.0,86.0,2.63,3.185,510.0,494.0,18.889,18.296
1086,2006,1217,603.0,1465.0,41.1604,670.0,1498.0,44.7263,22.333,24.815,145.0,458.0,31.6594,195.0,529.0,36.862,5.37,7.222,456.0,612.0,74.5098,309.0,451.0,16.889,11.444,344.0,294.0,12.741,10.889,605.0,606.0,22.407,22.444,310.0,394.0,11.481,14.593,456.0,441.0,16.889,16.333,201.0,234.0,7.444,8.667,111.0,110.0,4.111,4.074,444.0,553.0,16.444,20.481
1087,2006,1218,705.0,1532.0,46.0183,659.0,1612.0,40.8809,25.179,23.536,146.0,442.0,33.0317,153.0,480.0,31.875,5.214,5.464,337.0,531.0,63.4652,332.0,502.0,12.036,11.857,314.0,371.0,11.214,13.25,652.0,600.0,23.286,21.429,415.0,303.0,14.821,10.821,375.0,352.0,13.393,12.571,176.0,192.0,6.286,6.857,166.0,55.0,5.929,1.964,452.0,469.0,16.143,16.75
1088,2006,1219,719.0,1571.0,45.767,695.0,1548.0,44.8966,26.63,25.741,187.0,537.0,34.8231,177.0,532.0,33.2707,6.926,6.556,349.0,521.0,66.9866,424.0,605.0,12.926,15.704,292.0,335.0,10.815,12.407,619.0,660.0,22.926,24.444,389.0,394.0,14.407,14.593,430.0,435.0,15.926,16.111,216.0,224.0,8.0,8.296,104.0,77.0,3.852,2.852,549.0,492.0,20.333,18.222
1089,2006,1220,793.0,1718.0,46.1583,705.0,1675.0,42.0896,26.433,23.5,196.0,542.0,36.1624,210.0,597.0,35.1759,6.533,7.0,422.0,648.0,65.1235,398.0,564.0,14.067,13.267,384.0,348.0,12.8,11.6,704.0,667.0,23.467,22.233,404.0,424.0,13.467,14.133,410.0,433.0,13.667,14.433,219.0,189.0,7.3,6.3,129.0,94.0,4.3,3.133,520.0,561.0,17.333,18.7
1090,2006,1221,718.0,1693.0,42.4099,654.0,1627.0,40.1967,22.438,20.438,202.0,552.0,36.5942,161.0,531.0,30.3202,6.312,5.031,486.0,677.0,71.7873,466.0,678.0,15.188,14.562,375.0,316.0,11.719,9.875,760.0,694.0,23.75,21.688,448.0,398.0,14.0,12.438,498.0,511.0,15.562,15.969,290.0,225.0,9.062,7.031,111.0,101.0,3.469,3.156,621.0,622.0,19.406,19.438
1091,2006,1222,681.0,1697.0,40.1296,618.0,1469.0,42.0694,24.321,22.071,249.0,747.0,33.3333,147.0,464.0,31.681,8.893,5.25,367.0,565.0,64.9558,443.0,660.0,13.107,15.821,363.0,375.0,12.964,13.393,594.0,766.0,21.214,27.357,388.0,354.0,13.857,12.643,369.0,558.0,13.179,19.929,330.0,191.0,11.786,6.821,106.0,107.0,3.786,3.821,562.0,532.0,20.071,19.0
1092,2006,1224,652.0,1550.0,42.0645,727.0,1520.0,47.8289,22.483,25.069,179.0,524.0,34.1603,153.0,425.0,36.0,6.172,5.276,400.0,533.0,75.0469,442.0,663.0,13.793,15.241,308.0,354.0,10.621,12.207,562.0,661.0,19.379,22.793,334.0,390.0,11.517,13.448,474.0,501.0,16.345,17.276,234.0,197.0,8.069,6.793,73.0,80.0,2.517,2.759,547.0,511.0,18.862,17.621
1093,2006,1225,613.0,1528.0,40.1178,726.0,1503.0,48.3034,21.893,25.929,159.0,491.0,32.3829,195.0,490.0,39.7959,5.679,6.964,290.0,438.0,66.21,384.0,551.0,10.357,13.714,308.0,318.0,11.0,11.357,549.0,686.0,19.607,24.5,266.0,410.0,9.5,14.643,373.0,388.0,13.321,13.857,159.0,167.0,5.679,5.964,37.0,121.0,1.321,4.321,510.0,463.0,18.214,16.536
1094,2006,1226,649.0,1430.0,45.3846,689.0,1577.0,43.6906,25.96,27.56,179.0,469.0,38.1663,150.0,435.0,34.4828,7.16,6.0,440.0,603.0,72.9685,423.0,562.0,17.6,16.92,295.0,344.0,11.8,13.76,622.0,562.0,24.88,22.48,364.0,387.0,14.56,15.48,405.0,329.0,16.2,13.16,131.0,184.0,5.24,7.36,159.0,83.0,6.36,3.32,490.0,511.0,19.6,20.44
1095,2006,1227,747.0,1686.0,44.306,792.0,1756.0,45.1025,24.9,26.4,122.0,391.0,31.202,206.0,600.0,34.3333,4.067,6.867,441.0,641.0,68.7988,306.0,472.0,14.7,10.2,417.0,372.0,13.9,12.4,683.0,622.0,22.767,20.733,389.0,466.0,12.967,15.533,409.0,377.0,13.633,12.567,199.0,202.0,6.633,6.733,78.0,107.0,2.6,3.567,475.0,580.0,15.833,19.333
1096,2006,1228,794.0,1740.0,45.6322,632.0,1570.0,40.2548,25.613,20.387,228.0,628.0,36.3057,152.0,494.0,30.7692,7.355,4.903,353.0,557.0,63.3752,385.0,558.0,11.387,12.419,386.0,297.0,12.452,9.581,730.0,637.0,23.548,20.548,468.0,319.0,15.097,10.29,383.0,442.0,12.355,14.258,193.0,167.0,6.226,5.387,78.0,72.0,2.516,2.323,539.0,525.0,17.387,16.935
1097,2006,1229,553.0,1364.0,40.5425,549.0,1351.0,40.6366,20.481,20.333,165.0,512.0,32.2266,139.0,382.0,36.3874,6.111,5.148,229.0,372.0,61.5591,367.0,509.0,8.481,13.593,258.0,274.0,9.556,10.148,606.0,630.0,22.444,23.333,341.0,328.0,12.63,12.148,439.0,404.0,16.259,14.963,181.0,218.0,6.704,8.074,123.0,81.0,4.556,3.0,480.0,407.0,17.778,15.074
1098,2006,1231,731.0,1590.0,45.9748,689.0,1601.0,43.0356,25.207,23.759,252.0,637.0,39.5604,162.0,530.0,30.566,8.69,5.586,350.0,501.0,69.8603,371.0,529.0,12.069,12.793,290.0,300.0,10.0,10.345,694.0,642.0,23.931,22.138,434.0,378.0,14.966,13.034,424.0,428.0,14.621,14.759,183.0,199.0,6.31,6.862,69.0,106.0,2.379,3.655,528.0,527.0,18.207,18.172
1099,2006,1232,636.0,1519.0,41.8697,718.0,1539.0,46.6537,22.714,25.643,165.0,471.0,35.0318,177.0,492.0,35.9756,5.893,6.321,343.0,492.0,69.7154,314.0,465.0,12.25,11.214,271.0,315.0,9.679,11.25,598.0,700.0,21.357,25.0,382.0,400.0,13.643,14.286,373.0,411.0,13.321,14.679,189.0,169.0,6.75,6.036,73.0,88.0,2.607,3.143,464.0,486.0,16.571,17.357
1100,2006,1233,858.0,1774.0,48.3653,763.0,1775.0,42.9859,28.6,25.433,193.0,470.0,41.0638,194.0,575.0,33.7391,6.433,6.467,502.0,723.0,69.4329,438.0,594.0,16.733,14.6,400.0,382.0,13.333,12.733,711.0,646.0,23.7,21.533,475.0,390.0,15.833,13.0,453.0,485.0,15.1,16.167,229.0,219.0,7.633,7.3,125.0,71.0,4.167,2.367,557.0,643.0,18.567,21.433
1101,2006,1234,763.0,1770.0,43.1073,709.0,1864.0,38.0365,23.121,21.485,185.0,552.0,33.5145,201.0,638.0,31.5047,5.606,6.091,480.0,680.0,70.5882,320.0,493.0,14.545,9.697,363.0,369.0,11.0,11.182,886.0,768.0,26.848,23.273,492.0,412.0,14.909,12.485,487.0,488.0,14.758,14.788,221.0,248.0,6.697,7.515,162.0,98.0,4.909,2.97,499.0,625.0,15.121,18.939
1102,2006,1235,828.0,1836.0,45.098,727.0,1560.0,46.6026,28.552,25.069,196.0,567.0,34.5679,203.0,557.0,36.4452,6.759,7.0,367.0,525.0,69.9048,500.0,712.0,12.655,17.241,370.0,343.0,12.759,11.828,582.0,725.0,20.069,25.0,473.0,437.0,16.31,15.069,386.0,555.0,13.31,19.138,277.0,203.0,9.552,7.0,72.0,122.0,2.483,4.207,593.0,517.0,20.448,17.828
1103,2006,1236,584.0,1427.0,40.925,656.0,1404.0,46.7236,22.462,25.231,190.0,527.0,36.0531,158.0,405.0,39.0123,7.308,6.077,273.0,381.0,71.6535,355.0,497.0,10.5,13.654,239.0,281.0,9.192,10.808,547.0,671.0,21.038,25.808,287.0,378.0,11.038,14.538,353.0,351.0,13.577,13.5,174.0,176.0,6.692,6.769,48.0,85.0,1.846,3.269,443.0,420.0,17.038,16.154
1104,2006,1237,618.0,1430.0,43.2168,641.0,1395.0,45.9498,22.889,23.741,201.0,568.0,35.3873,176.0,496.0,35.4839,7.444,6.519,429.0,579.0,74.0933,351.0,510.0,15.889,13.0,288.0,284.0,10.667,10.519,567.0,599.0,21.0,22.185,329.0,400.0,12.185,14.815,308.0,373.0,11.407,13.815,163.0,126.0,6.037,4.667,58.0,84.0,2.148,3.111,499.0,548.0,18.481,20.296
1105,2006,1238,786.0,1889.0,41.6093,797.0,1821.0,43.7672,25.355,25.71,170.0,509.0,33.3988,142.0,459.0,30.9368,5.484,4.581,477.0,676.0,70.5621,554.0,798.0,15.387,17.871,380.0,457.0,12.258,14.742,711.0,835.0,22.935,26.935,341.0,345.0,11.0,11.129,478.0,538.0,15.419,17.355,285.0,208.0,9.194,6.71,135.0,111.0,4.355,3.581,651.0,602.0,21.0,19.419
1106,2006,1239,707.0,1627.0,43.4542,798.0,1658.0,48.1303,26.185,29.556,172.0,488.0,35.2459,202.0,567.0,35.6261,6.37,7.481,397.0,580.0,68.4483,527.0,753.0,14.704,19.519,327.0,354.0,12.111,13.111,636.0,697.0,23.556,25.815,381.0,451.0,14.111,16.704,503.0,420.0,18.63,15.556,172.0,244.0,6.37,9.037,97.0,94.0,3.593,3.481,606.0,542.0,22.444,20.074
1107,2006,1240,744.0,1613.0,46.1252,762.0,1556.0,48.9717,26.571,27.214,214.0,556.0,38.4892,169.0,460.0,36.7391,7.643,6.036,421.0,606.0,69.4719,430.0,634.0,15.036,15.357,339.0,332.0,12.107,11.857,578.0,636.0,20.643,22.714,376.0,420.0,13.429,15.0,391.0,432.0,13.964,15.429,221.0,182.0,7.893,6.5,93.0,91.0,3.321,3.25,540.0,505.0,19.286,18.036
1108,2006,1241,653.0,1622.0,40.2589,745.0,1543.0,48.2826,23.321,26.607,166.0,499.0,33.2665,198.0,505.0,39.2079,5.929,7.071,331.0,535.0,61.8692,488.0,672.0,11.821,17.429,406.0,314.0,14.5,11.214,586.0,653.0,20.929,23.321,361.0,445.0,12.893,15.893,457.0,376.0,16.321,13.429,165.0,219.0,5.893,7.821,58.0,109.0,2.071,3.893,559.0,514.0,19.964,18.357
1109,2006,1242,846.0,1794.0,47.1572,660.0,1784.0,36.9955,27.29,21.29,191.0,506.0,37.747,198.0,582.0,34.0206,6.161,6.387,422.0,634.0,66.5615,375.0,552.0,13.613,12.097,408.0,403.0,13.161,13.0,811.0,663.0,26.161,21.387,556.0,384.0,17.935,12.387,485.0,530.0,15.645,17.097,300.0,226.0,9.677,7.29,179.0,102.0,5.774,3.29,559.0,587.0,18.032,18.935
1110,2006,1243,683.0,1538.0,44.4083,620.0,1557.0,39.8202,24.393,22.143,122.0,337.0,36.2018,183.0,556.0,32.9137,4.357,6.536,423.0,595.0,71.0924,365.0,516.0,15.107,13.036,357.0,331.0,12.75,11.821,661.0,577.0,23.607,20.607,452.0,385.0,16.143,13.75,419.0,404.0,14.964,14.429,169.0,197.0,6.036,7.036,95.0,87.0,3.393,3.107,495.0,521.0,17.679,18.607
1111,2006,1244,628.0,1519.0,41.343,727.0,1449.0,50.1725,24.154,27.962,196.0,631.0,31.0618,158.0,434.0,36.4055,7.538,6.077,375.0,530.0,70.7547,372.0,555.0,14.423,14.308,305.0,331.0,11.731,12.731,469.0,643.0,18.038,24.731,349.0,427.0,13.423,16.423,359.0,452.0,13.808,17.385,243.0,180.0,9.346,6.923,62.0,97.0,2.385,3.731,472.0,491.0,18.154,18.885
1112,2006,1245,784.0,1766.0,44.3941,696.0,1591.0,43.7461,24.5,21.75,222.0,627.0,35.4067,188.0,566.0,33.2155,6.938,5.875,516.0,716.0,72.067,504.0,667.0,16.125,15.75,354.0,265.0,11.062,8.281,716.0,718.0,22.375,22.438,430.0,341.0,13.438,10.656,424.0,519.0,13.25,16.219,247.0,187.0,7.719,5.844,74.0,87.0,2.312,2.719,643.0,644.0,20.094,20.125
1113,2006,1246,855.0,1897.0,45.0712,774.0,1835.0,42.1798,25.909,23.455,252.0,709.0,35.543,219.0,663.0,33.0317,7.636,6.636,363.0,553.0,65.642,398.0,586.0,11.0,12.061,418.0,387.0,12.667,11.727,766.0,704.0,23.212,21.333,468.0,415.0,14.182,12.576,442.0,451.0,13.394,13.667,197.0,175.0,5.97,5.303,102.0,110.0,3.091,3.333,558.0,570.0,16.909,17.273
1114,2006,1247,687.0,1552.0,44.2655,648.0,1603.0,40.4242,24.536,23.143,193.0,540.0,35.7407,186.0,554.0,33.574,6.893,6.643,374.0,518.0,72.2008,351.0,523.0,13.357,12.536,327.0,354.0,11.679,12.643,675.0,599.0,24.107,21.393,380.0,344.0,13.571,12.286,390.0,364.0,13.929,13.0,211.0,183.0,7.536,6.536,92.0,93.0,3.286,3.321,477.0,475.0,17.036,16.964
1115,2006,1248,572.0,1383.0,41.3594,693.0,1443.0,48.0249,22.0,26.654,204.0,605.0,33.719,180.0,484.0,37.1901,7.846,6.923,354.0,479.0,73.904,327.0,474.0,13.615,12.577,241.0,302.0,9.269,11.615,532.0,650.0,20.462,25.0,332.0,351.0,12.769,13.5,422.0,420.0,16.231,16.154,199.0,220.0,7.654,8.462,70.0,56.0,2.692,2.154,475.0,465.0,18.269,17.885
1116,2006,1249,749.0,1675.0,44.7164,750.0,1720.0,43.6047,27.741,27.778,183.0,539.0,33.9518,200.0,571.0,35.0263,6.778,7.407,435.0,662.0,65.71,397.0,578.0,16.111,14.704,353.0,400.0,13.074,14.815,666.0,693.0,24.667,25.667,410.0,429.0,15.185,15.889,384.0,419.0,14.222,15.519,195.0,205.0,7.222,7.593,135.0,73.0,5.0,2.704,530.0,577.0,19.63,21.37
1117,2006,1250,606.0,1468.0,41.2807,600.0,1541.0,38.9358,20.897,20.69,179.0,507.0,35.3057,200.0,563.0,35.524,6.172,6.897,387.0,567.0,68.254,350.0,510.0,13.345,12.069,285.0,323.0,9.828,11.138,702.0,650.0,24.207,22.414,355.0,363.0,12.241,12.517,425.0,409.0,14.655,14.103,185.0,211.0,6.379,7.276,80.0,79.0,2.759,2.724,511.0,563.0,17.621,19.414
1118,2006,1251,590.0,1463.0,40.3281,669.0,1474.0,45.3867,21.852,24.778,132.0,432.0,30.5556,148.0,433.0,34.1801,4.889,5.481,357.0,526.0,67.8707,523.0,745.0,13.222,19.37,274.0,326.0,10.148,12.074,599.0,694.0,22.185,25.704,257.0,368.0,9.519,13.63,396.0,345.0,14.667,12.778,145.0,183.0,5.37,6.778,76.0,73.0,2.815,2.704,604.0,492.0,22.37,18.222
1119,2006,1252,790.0,1772.0,44.5824,741.0,1739.0,42.6107,25.484,23.903,223.0,646.0,34.5201,186.0,564.0,32.9787,7.194,6.0,453.0,616.0,73.539,404.0,602.0,14.613,13.032,390.0,349.0,12.581,11.258,753.0,690.0,24.29,22.258,422.0,375.0,13.613,12.097,470.0,462.0,15.161,14.903,238.0,214.0,7.677,6.903,88.0,90.0,2.839,2.903,553.0,548.0,17.839,17.677
1120,2006,1253,840.0,1863.0,45.0886,846.0,1832.0,46.179,28.966,29.172,245.0,703.0,34.8506,181.0,523.0,34.608,8.448,6.241,465.0,658.0,70.6687,460.0,658.0,16.034,15.862,375.0,412.0,12.931,14.207,674.0,753.0,23.241,25.966,384.0,462.0,13.241,15.931,426.0,483.0,14.69,16.655,212.0,180.0,7.31,6.207,96.0,74.0,3.31,2.552,550.0,569.0,18.966,19.621
1121,2006,1254,633.0,1542.0,41.0506,711.0,1522.0,46.7148,23.444,26.333,230.0,628.0,36.6242,176.0,493.0,35.6998,8.519,6.519,355.0,526.0,67.4905,366.0,553.0,13.148,13.556,311.0,320.0,11.519,11.852,591.0,693.0,21.889,25.667,338.0,424.0,12.519,15.704,391.0,405.0,14.481,15.0,173.0,187.0,6.407,6.926,62.0,89.0,2.296,3.296,541.0,514.0,20.037,19.037
1122,2006,1255,712.0,1672.0,42.5837,797.0,1696.0,46.9929,25.429,28.464,152.0,469.0,32.4094,176.0,496.0,35.4839,5.429,6.286,438.0,649.0,67.4884,470.0,678.0,15.643,16.786,366.0,361.0,13.071,12.893,658.0,692.0,23.5,24.714,417.0,440.0,14.893,15.714,470.0,442.0,16.786,15.786,197.0,219.0,7.036,7.821,82.0,105.0,2.929,3.75,556.0,538.0,19.857,19.214
1123,2006,1256,766.0,1822.0,42.0417,701.0,1716.0,40.8508,24.71,22.613,139.0,490.0,28.3673,146.0,472.0,30.9322,4.484,4.71,366.0,575.0,63.6522,408.0,588.0,11.806,13.161,482.0,360.0,15.548,11.613,739.0,703.0,23.839,22.677,443.0,368.0,14.29,11.871,476.0,468.0,15.355,15.097,239.0,203.0,7.71,6.548,126.0,102.0,4.065,3.29,572.0,533.0,18.452,17.194
1124,2006,1257,715.0,1700.0,42.0588,660.0,1619.0,40.7659,23.833,22.0,244.0,697.0,35.0072,195.0,557.0,35.009,8.133,6.5,420.0,598.0,70.2341,425.0,620.0,14.0,14.167,365.0,350.0,12.167,11.667,713.0,716.0,23.767,23.867,461.0,359.0,15.367,11.967,390.0,448.0,13.0,14.933,202.0,193.0,6.733,6.433,102.0,104.0,3.4,3.467,565.0,552.0,18.833,18.4
1125,2006,1258,773.0,1841.0,41.988,782.0,1732.0,45.1501,25.767,26.067,143.0,434.0,32.9493,193.0,535.0,36.0748,4.767,6.433,489.0,714.0,68.4874,481.0,691.0,16.3,16.033,401.0,339.0,13.367,11.3,718.0,786.0,23.933,26.2,468.0,412.0,15.6,13.733,468.0,528.0,15.6,17.6,229.0,236.0,7.633,7.867,97.0,96.0,3.233,3.2,584.0,620.0,19.467,20.667
1126,2006,1259,779.0,1709.0,45.5822,738.0,1604.0,46.01,27.821,26.357,223.0,625.0,35.68,229.0,575.0,39.8261,7.964,8.179,371.0,539.0,68.8312,483.0,668.0,13.25,17.25,380.0,322.0,13.571,11.5,642.0,638.0,22.929,22.786,395.0,405.0,14.107,14.464,435.0,430.0,15.536,15.357,208.0,190.0,7.429,6.786,67.0,114.0,2.393,4.071,556.0,467.0,19.857,16.679
1127,2006,1260,705.0,1564.0,45.0767,710.0,1600.0,44.375,25.179,25.357,165.0,469.0,35.1812,179.0,484.0,36.9835,5.893,6.393,420.0,561.0,74.8663,369.0,514.0,15.0,13.179,340.0,336.0,12.143,12.0,631.0,598.0,22.536,21.357,342.0,347.0,12.214,12.393,367.0,363.0,13.107,12.964,173.0,169.0,6.179,6.036,112.0,99.0,4.0,3.536,521.0,526.0,18.607,18.786
1128,2006,1261,831.0,1748.0,47.54,733.0,1788.0,40.9955,27.7,24.433,130.0,385.0,33.7662,200.0,560.0,35.7143,4.333,6.667,451.0,645.0,69.9225,291.0,419.0,15.033,9.7,417.0,338.0,13.9,11.267,790.0,600.0,26.333,20.0,472.0,329.0,15.733,10.967,467.0,444.0,15.567,14.8,254.0,188.0,8.467,6.267,188.0,127.0,6.267,4.233,470.0,539.0,15.667,17.967
1129,2006,1263,564.0,1379.0,40.8992,661.0,1524.0,43.3727,21.692,25.423,196.0,553.0,35.443,171.0,467.0,36.6167,7.538,6.577,322.0,447.0,72.0358,321.0,480.0,12.385,12.346,239.0,335.0,9.192,12.885,621.0,648.0,23.885,24.923,294.0,360.0,11.308,13.846,388.0,321.0,14.923,12.346,149.0,190.0,5.731,7.308,104.0,83.0,4.0,3.192,452.0,444.0,17.385,17.077
1130,2006,1264,749.0,1647.0,45.4766,693.0,1597.0,43.3939,26.75,24.75,186.0,526.0,35.3612,187.0,487.0,38.3984,6.643,6.679,463.0,682.0,67.8886,534.0,723.0,16.536,19.071,334.0,366.0,11.929,13.071,652.0,683.0,23.286,24.393,370.0,338.0,13.214,12.071,361.0,418.0,12.893,14.929,222.0,179.0,7.929,6.393,161.0,101.0,5.75,3.607,576.0,563.0,20.571,20.107
1131,2006,1265,790.0,1613.0,48.9771,739.0,1706.0,43.3177,27.241,25.483,254.0,660.0,38.4848,223.0,600.0,37.1667,8.759,7.69,396.0,581.0,68.1583,400.0,578.0,13.655,13.793,305.0,350.0,10.517,12.069,716.0,626.0,24.69,21.586,456.0,355.0,15.724,12.241,387.0,348.0,13.345,12.0,146.0,196.0,5.034,6.759,77.0,77.0,2.655,2.655,511.0,560.0,17.621,19.31
1132,2006,1266,762.0,1693.0,45.0089,709.0,1727.0,41.0539,26.276,24.448,247.0,621.0,39.7746,207.0,629.0,32.9094,8.517,7.138,381.0,520.0,73.2692,395.0,576.0,13.138,13.621,347.0,410.0,11.966,14.138,684.0,640.0,23.586,22.069,443.0,434.0,15.276,14.966,429.0,415.0,14.793,14.31,218.0,203.0,7.517,7.0,89.0,115.0,3.069,3.966,565.0,499.0,19.483,17.207
1133,2006,1267,640.0,1579.0,40.532,695.0,1610.0,43.1677,22.857,24.821,181.0,595.0,30.4202,165.0,529.0,31.1909,6.464,5.893,384.0,569.0,67.4868,381.0,538.0,13.714,13.607,388.0,352.0,13.857,12.571,636.0,643.0,22.714,22.964,376.0,398.0,13.429,14.214,455.0,423.0,16.25,15.107,218.0,229.0,7.786,8.179,73.0,108.0,2.607,3.857,519.0,505.0,18.536,18.036
1134,2006,1268,812.0,1810.0,44.8619,756.0,1815.0,41.6529,27.067,25.2,146.0,392.0,37.2449,227.0,617.0,36.7909,4.867,7.567,553.0,761.0,72.6675,457.0,659.0,18.433,15.233,421.0,397.0,14.033,13.233,753.0,690.0,25.1,23.0,478.0,433.0,15.933,14.433,499.0,501.0,16.633,16.7,237.0,257.0,7.9,8.567,175.0,143.0,5.833,4.767,577.0,601.0,19.233,20.033
1135,2006,1269,647.0,1476.0,43.8347,652.0,1581.0,41.2397,23.107,23.286,151.0,495.0,30.5051,147.0,444.0,33.1081,5.393,5.25,371.0,577.0,64.2981,334.0,513.0,13.25,11.929,362.0,327.0,12.929,11.679,681.0,578.0,24.321,20.643,374.0,357.0,13.357,12.75,476.0,369.0,17.0,13.179,162.0,220.0,5.786,7.857,202.0,118.0,7.214,4.214,526.0,526.0,18.786,18.786
1136,2006,1270,618.0,1492.0,41.4209,609.0,1299.0,46.8822,24.72,24.36,155.0,421.0,36.8171,183.0,479.0,38.2046,6.2,7.32,379.0,559.0,67.7996,444.0,631.0,15.16,17.76,348.0,260.0,13.92,10.4,530.0,621.0,21.2,24.84,294.0,381.0,11.76,15.24,412.0,484.0,16.48,19.36,243.0,190.0,9.72,7.6,61.0,117.0,2.44,4.68,548.0,500.0,21.92,20.0
1137,2006,1271,679.0,1699.0,39.9647,804.0,1736.0,46.3134,23.414,27.724,165.0,516.0,31.9767,151.0,463.0,32.6134,5.69,5.207,359.0,613.0,58.5644,408.0,604.0,12.379,14.069,390.0,393.0,13.448,13.552,646.0,771.0,22.276,26.586,340.0,410.0,11.724,14.138,497.0,454.0,17.138,15.655,174.0,240.0,6.0,8.276,90.0,96.0,3.103,3.31,530.0,518.0,18.276,17.862
1138,2006,1272,926.0,2068.0,44.7776,718.0,1900.0,37.7895,28.061,21.758,251.0,713.0,35.2034,181.0,600.0,30.1667,7.606,5.485,567.0,828.0,68.4783,557.0,797.0,17.182,16.879,522.0,418.0,15.818,12.667,866.0,735.0,26.242,22.273,519.0,406.0,15.727,12.303,522.0,590.0,15.818,17.879,323.0,244.0,9.788,7.394,223.0,99.0,6.758,3.0,667.0,687.0,20.212,20.818
1139,2006,1273,755.0,1705.0,44.2815,821.0,1802.0,45.5605,26.964,29.321,172.0,523.0,32.8872,226.0,643.0,35.1477,6.143,8.071,376.0,549.0,68.4882,388.0,522.0,13.429,13.857,351.0,370.0,12.536,13.214,677.0,698.0,24.179,24.929,333.0,439.0,11.893,15.679,416.0,343.0,14.857,12.25,170.0,220.0,6.071,7.857,80.0,97.0,2.857,3.464,492.0,507.0,17.571,18.107
1140,2006,1274,756.0,1733.0,43.6238,667.0,1614.0,41.3259,24.387,21.516,201.0,575.0,34.9565,223.0,604.0,36.9205,6.484,7.194,415.0,597.0,69.5142,474.0,664.0,13.387,15.29,421.0,364.0,13.581,11.742,676.0,649.0,21.806,20.935,363.0,410.0,11.71,13.226,390.0,436.0,12.581,14.065,217.0,177.0,7.0,5.71,125.0,117.0,4.032,3.774,560.0,550.0,18.065,17.742
1141,2006,1275,638.0,1384.0,46.0983,583.0,1405.0,41.4947,22.786,20.821,165.0,489.0,33.7423,174.0,479.0,36.3257,5.893,6.214,329.0,448.0,73.4375,350.0,499.0,11.75,12.5,224.0,252.0,8.0,9.0,656.0,586.0,23.429,20.929,347.0,293.0,12.393,10.464,370.0,340.0,13.214,12.143,153.0,187.0,5.464,6.679,77.0,78.0,2.75,2.786,510.0,482.0,18.214,17.214
1142,2006,1276,708.0,1474.0,48.0326,684.0,1541.0,44.3868,25.286,24.429,180.0,490.0,36.7347,191.0,512.0,37.3047,6.429,6.821,401.0,527.0,76.0911,303.0,437.0,14.321,10.821,300.0,282.0,10.714,10.071,649.0,536.0,23.179,19.143,415.0,389.0,14.821,13.893,434.0,386.0,15.5,13.786,173.0,170.0,6.179,6.071,113.0,89.0,4.036,3.179,462.0,510.0,16.5,18.214
1143,2006,1277,836.0,1751.0,47.7441,778.0,1801.0,43.1982,26.125,24.312,187.0,505.0,37.0297,224.0,614.0,36.4821,5.844,7.0,507.0,657.0,77.1689,412.0,580.0,15.844,12.875,354.0,335.0,11.062,10.469,793.0,629.0,24.781,19.656,531.0,447.0,16.594,13.969,451.0,412.0,14.094,12.875,201.0,202.0,6.281,6.312,95.0,90.0,2.969,2.812,579.0,578.0,18.094,18.062
1144,2006,1278,688.0,1578.0,43.5995,672.0,1554.0,43.2432,23.724,23.172,137.0,424.0,32.3113,185.0,511.0,36.2035,4.724,6.379,398.0,599.0,66.4441,340.0,473.0,13.724,11.724,352.0,295.0,12.138,10.172,658.0,642.0,22.69,22.138,413.0,459.0,14.241,15.828,423.0,468.0,14.586,16.138,244.0,204.0,8.414,7.034,102.0,81.0,3.517,2.793,485.0,516.0,16.724,17.793
