,Season,TeamID,Rank_WLK,Rank_DOL,Rank_COL,Rank_SAG,Rank_MOR,Rank_POM,Seed,TeamName,Wins,Losses,Win%,T_Wins,FGM,FGA,FG%,FGM_Ag,FGA_Ag,FG%_Ag,FGM_pg,FGM_Ag_pg,FGM3,FGA3,FG3%,FGM3_Ag,FGA3_Ag,FG3%_Ag,FGM3_pg,FGM3_Ag_pg,FTM,FTA,FT%,FTM_Ag,FTA_Ag,FTM_pg,FTM_Ag_pg,OR,OR_Ag,OR_pg,OR_Ag_pg,DR,DR_Ag,DR_pg,DR_Ag_pg,Ast,Ast_Ag,Ast_pg,Ast_Ag_pg,TO,TO_Ag,TO_pg,TO_Ag_pg,Stl,Stl_Ag,Stl_pg,Stl_Ag_pg,Blk,Blk_Ag,Blk_pg,Blk_Ag_pg,PF,PF_Ag,PF_pg,PF_Ag_pg
252,2006,1412,42,33,33,44,52,44,9,UAB,23,6,79.3103,0.0,760.0,1687.0,45.0504,651.0,1549.0,42.0271,26.207,22.448,206.0,597.0,34.5059,193.0,535.0,36.0748,7.103,6.655,418.0,644.0,64.9068,402.0,578.0,14.414,13.862,309.0,400.0,10.655,13.793,586.0,739.0,20.207,25.483,443.0,351.0,15.276,12.103,373.0,613.0,12.862,21.138,322.0,187.0,11.103,6.448,103.0,84.0,3.552,2.897,528.0,534.0,18.207,18.414
253,2006,1371,53,54,49,58,70,56,10,Seton Hall,18,11,62.069,0.0,671.0,1629.0,41.1909,669.0,1594.0,41.9699,23.138,23.069,168.0,500.0,33.6,188.0,570.0,32.9825,5.793,6.483,457.0,618.0,73.9482,401.0,582.0,15.759,13.828,364.0,319.0,12.552,11.0,705.0,681.0,24.31,23.483,363.0,376.0,12.517,12.966,390.0,405.0,13.448,13.966,196.0,196.0,6.759,6.759,75.0,131.0,2.586,4.517,545.0,542.0,18.793,18.69
254,2006,1206,25,43,45,38,75,28,11,George Mason,23,7,76.6667,4.0,772.0,1596.0,48.3709,637.0,1651.0,38.5827,25.733,21.233,178.0,506.0,35.1779,178.0,567.0,31.3933,5.933,5.933,360.0,539.0,66.7904,313.0,466.0,12.0,10.433,303.0,341.0,10.1,11.367,744.0,626.0,24.8,20.867,455.0,330.0,15.167,11.0,396.0,418.0,13.2,13.933,219.0,201.0,7.3,6.7,106.0,114.0,3.533,3.8,462.0,496.0,15.4,16.533
255,2006,1429,56,58,53,67,87,66,12,Utah St,22,8,73.3333,0.0,781.0,1593.0,49.027,719.0,1715.0,41.9242,26.033,23.967,221.0,549.0,40.255,197.0,572.0,34.4406,7.367,6.567,361.0,497.0,72.6358,295.0,441.0,12.033,9.833,283.0,356.0,9.433,11.867,715.0,601.0,23.833,20.033,505.0,367.0,16.833,12.233,390.0,372.0,13.0,12.4,159.0,183.0,5.3,6.1,87.0,113.0,2.9,3.767,472.0,493.0,15.733,16.433
256,2006,1102,59,44,48,56,58,49,13,Air Force,22,6,78.5714,0.0,614.0,1276.0,48.1191,554.0,1283.0,43.18,21.929,19.786,241.0,607.0,39.7035,137.0,419.0,32.6969,8.607,4.893,309.0,414.0,74.6377,283.0,388.0,11.036,10.107,190.0,286.0,6.786,10.214,498.0,533.0,17.786,19.036,397.0,284.0,14.179,10.143,306.0,419.0,10.929,14.964,224.0,116.0,8.0,4.143,59.0,73.0,2.107,2.607,431.0,444.0,15.393,15.857
257,2006,1293,69,88,66,92,108,93,14,Murray St,23,6,79.3103,0.0,752.0,1666.0,45.1381,613.0,1543.0,39.7278,25.931,21.138,215.0,603.0,35.6551,154.0,494.0,31.1741,7.414,5.31,343.0,527.0,65.0854,401.0,587.0,11.828,13.828,376.0,339.0,12.966,11.69,693.0,645.0,23.897,22.241,464.0,357.0,16.0,12.31,361.0,422.0,12.448,14.552,229.0,170.0,7.897,5.862,140.0,59.0,4.828,2.034,535.0,518.0,18.448,17.862
258,2006,1457,78,95,81,71,118,91,15,Winthrop,21,7,75.0,0.0,696.0,1563.0,44.5298,588.0,1455.0,40.4124,24.857,21.0,223.0,607.0,36.7381,183.0,565.0,32.3894,7.964,6.536,420.0,601.0,69.8835,349.0,473.0,15.0,12.464,362.0,275.0,12.929,9.821,647.0,585.0,23.107,20.893,440.0,328.0,15.714,11.714,390.0,472.0,13.929,16.857,259.0,177.0,9.25,6.321,89.0,78.0,3.179,2.786,480.0,524.0,17.143,18.714
259,2006,1107,120,139,134,154,153,137,16,SUNY Albany,21,10,67.7419,0.0,719.0,1608.0,44.7139,690.0,1639.0,42.0988,23.194,22.258,219.0,574.0,38.1533,203.0,595.0,34.1176,7.065,6.548,478.0,674.0,70.9199,410.0,596.0,15.419,13.226,341.0,331.0,11.0,10.677,712.0,649.0,22.968,20.935,391.0,389.0,12.613,12.548,439.0,434.0,14.161,14.0,198.0,196.0,6.387,6.323,80.0,105.0,2.581,3.387,592.0,609.0,19.097,19.645
260,2007,1314,1,3,3,1,1,1,1,North Carolina,28,6,82.3529,3.0,1070.0,2122.0,50.4241,848.0,2071.0,40.9464,31.471,24.941,196.0,537.0,36.4991,227.0,680.0,33.3824,5.765,6.676,597.0,844.0,70.7346,393.0,596.0,17.559,11.559,456.0,390.0,13.412,11.471,928.0,715.0,27.294,21.029,634.0,442.0,18.647,13.0,474.0,556.0,13.941,16.353,285.0,258.0,8.382,7.588,156.0,135.0,4.588,3.971,588.0,713.0,17.294,20.971
261,2007,1207,6,8,10,8,4,6,2,Georgetown,26,6,81.25,4.0,784.0,1548.0,50.646,630.0,1645.0,38.2979,24.5,19.688,201.0,549.0,36.612,191.0,621.0,30.7568,6.281,5.969,422.0,588.0,71.7687,369.0,520.0,13.188,11.531,344.0,366.0,10.75,11.438,721.0,515.0,22.531,16.094,459.0,343.0,14.344,10.719,440.0,401.0,13.75,12.531,167.0,222.0,5.219,6.938,161.0,71.0,5.031,2.219,528.0,571.0,16.5,17.844
262,2007,1450,20,17,16,23,25,33,3,Washington St,25,7,78.125,1.0,772.0,1660.0,46.506,663.0,1638.0,40.4762,24.125,20.719,184.0,495.0,37.1717,186.0,563.0,33.0373,5.75,5.812,401.0,564.0,71.0993,380.0,556.0,12.531,11.875,251.0,332.0,7.844,10.375,721.0,714.0,22.531,22.312,444.0,302.0,13.875,9.438,330.0,444.0,10.312,13.875,213.0,141.0,6.656,4.406,143.0,77.0,4.469,2.406,520.0,537.0,16.25,16.781
263,2007,1400,22,16,27,16,12,16,4,Texas,24,9,72.7273,1.0,914.0,2049.0,44.6071,846.0,2062.0,41.0281,27.697,25.636,297.0,748.0,39.7059,272.0,750.0,36.2667,9.0,8.242,588.0,808.0,72.7723,410.0,599.0,17.818,12.424,462.0,443.0,14.0,13.424,864.0,794.0,26.182,24.061,458.0,466.0,13.879,14.121,405.0,470.0,12.273,14.242,251.0,191.0,7.606,5.788,190.0,111.0,5.758,3.364,570.0,677.0,17.273,20.515
264,2007,1425,41,43,30,35,44,43,5,USC,23,11,67.6471,2.0,868.0,1818.0,47.7448,774.0,1980.0,39.0909,25.529,22.765,192.0,476.0,40.3361,235.0,736.0,31.9293,5.647,6.912,500.0,707.0,70.7214,428.0,612.0,14.706,12.588,317.0,426.0,9.324,12.529,839.0,745.0,24.676,21.912,436.0,400.0,12.824,11.765,500.0,498.0,14.706,14.647,187.0,209.0,5.5,6.147,134.0,93.0,3.941,2.735,606.0,689.0,17.824,20.265
265,2007,1435,55,50,47,54,45,51,6,Vanderbilt,19,11,63.3333,2.0,792.0,1743.0,45.4389,771.0,1724.0,44.7216,26.4,25.7,275.0,736.0,37.3641,221.0,643.0,34.3701,9.167,7.367,413.0,567.0,72.8395,381.0,539.0,13.767,12.7,304.0,348.0,10.133,11.6,693.0,724.0,23.1,24.133,500.0,411.0,16.667,13.7,374.0,463.0,12.467,15.433,221.0,195.0,7.367,6.5,78.0,98.0,2.6,3.267,510.0,527.0,17.0,17.567
266,2007,1130,43,37,36,34,37,42,7,Boston College,20,11,64.5161,1.0,791.0,1650.0,47.9394,835.0,1881.0,44.3913,25.516,26.935,182.0,521.0,34.9328,177.0,538.0,32.8996,5.871,5.71,550.0,760.0,72.3684,319.0,461.0,17.742,10.29,367.0,418.0,11.839,13.484,707.0,604.0,22.806,19.484,458.0,441.0,14.774,14.226,438.0,384.0,14.129,12.387,179.0,218.0,5.774,7.032,179.0,107.0,5.774,3.452,477.0,609.0,15.387,19.645
267,2007,1266,39,24,21,36,27,28,8,Marquette,23,9,71.875,0.0,809.0,1839.0,43.9913,714.0,1716.0,41.6084,25.281,22.312,205.0,612.0,33.4967,182.0,529.0,34.4045,6.406,5.688,495.0,737.0,67.1642,470.0,686.0,15.469,14.688,456.0,396.0,14.25,12.375,720.0,686.0,22.5,21.438,454.0,407.0,14.188,12.719,465.0,544.0,14.531,17.0,277.0,231.0,8.656,7.219,108.0,134.0,3.375,4.188,653.0,652.0,20.406,20.375
268,2007,1277,27,32,29,22,33,13,9,Michigan St,22,11,66.6667,1.0,762.0,1618.0,47.0952,631.0,1647.0,38.3121,23.091,19.121,170.0,456.0,37.2807,195.0,612.0,31.8627,5.152,5.909,454.0,639.0,71.0485,414.0,612.0,13.758,12.545,379.0,328.0,11.485,9.939,781.0,575.0,23.667,17.424,528.0,369.0,16.0,11.182,496.0,418.0,15.03,12.667,169.0,209.0,5.121,6.333,159.0,113.0,4.818,3.424,605.0,583.0,18.333,17.667
269,2007,1403,65,48,52,64,68,68,10,Texas Tech,21,12,63.6364,0.0,812.0,1793.0,45.2872,843.0,1836.0,45.915,24.606,25.545,201.0,488.0,41.1885,211.0,619.0,34.0872,6.091,6.394,537.0,728.0,73.7637,368.0,549.0,16.273,11.152,310.0,384.0,9.394,11.636,705.0,780.0,21.364,23.636,441.0,427.0,13.364,12.939,390.0,515.0,11.818,15.606,227.0,173.0,6.879,5.242,62.0,83.0,1.879,2.515,576.0,649.0,17.455,19.667
270,2007,1203,69,68,66,71,78,82,11,G Washington,23,8,74.1935,0.0,811.0,1751.0,46.3164,667.0,1617.0,41.2492,26.161,21.516,168.0,451.0,37.2506,200.0,614.0,32.5733,5.419,6.452,413.0,586.0,70.4778,456.0,635.0,13.323,14.71,375.0,374.0,12.097,12.065,679.0,650.0,21.903,20.968,456.0,398.0,14.71,12.839,424.0,527.0,13.677,17.0,289.0,197.0,9.323,6.355,137.0,82.0,4.419,2.645,585.0,551.0,18.871,17.774
271,2007,1116,42,46,45,40,24,30,12,Arkansas,21,13,61.7647,0.0,860.0,1853.0,46.4112,801.0,1959.0,40.8882,25.294,23.559,209.0,593.0,35.2445,221.0,670.0,32.9851,6.147,6.5,498.0,710.0,70.1408,411.0,595.0,14.647,12.088,382.0,411.0,11.235,12.088,826.0,698.0,24.294,20.529,516.0,424.0,15.176,12.471,521.0,475.0,15.324,13.971,235.0,261.0,6.912,7.676,218.0,112.0,6.412,3.294,591.0,626.0,17.382,18.412
272,2007,1308,74,70,60,83,91,96,13,New Mexico St,24,8,75.0,0.0,846.0,1767.0,47.8778,799.0,1836.0,43.5185,26.438,24.969,187.0,473.0,39.5349,214.0,649.0,32.9738,5.844,6.688,606.0,931.0,65.0913,495.0,711.0,18.938,15.469,429.0,386.0,13.406,12.062,788.0,675.0,24.625,21.094,438.0,402.0,13.688,12.562,545.0,534.0,17.031,16.688,228.0,207.0,7.125,6.469,90.0,123.0,2.812,3.844,666.0,738.0,20.812,23.062
273,2007,1331,80,87,95,96,109,94,14,Oral Roberts,22,10,68.75,0.0,773.0,1645.0,46.9909,754.0,1796.0,41.9822,24.156,23.562,192.0,516.0,37.2093,173.0,532.0,32.5188,6.0,5.406,557.0,785.0,70.9554,414.0,590.0,17.406,12.938,342.0,352.0,10.688,11.0,781.0,637.0,24.406,19.906,432.0,335.0,13.5,10.469,489.0,447.0,15.281,13.969,200.0,181.0,6.25,5.656,142.0,66.0,4.438,2.062,572.0,658.0,17.875,20.562
274,2007,1125,105,129,120,126,129,132,15,Belmont,22,9,70.9677,0.0,799.0,1706.0,46.8347,693.0,1783.0,38.8671,25.774,22.355,275.0,750.0,36.6667,154.0,546.0,28.2051,8.871,4.968,379.0,548.0,69.1606,454.0,648.0,12.226,14.645,337.0,395.0,10.871,12.742,801.0,670.0,25.839,21.613,487.0,390.0,15.71,12.581,493.0,418.0,15.903,13.484,189.0,270.0,6.097,8.71,100.0,94.0,3.226,3.032,576.0,540.0,18.581,17.419
275,2007,1184,164,162,148,168,188,188,16,E Kentucky,19,11,63.3333,0.0,707.0,1515.0,46.6667,698.0,1553.0,44.9453,23.567,23.267,245.0,684.0,35.8187,211.0,592.0,35.6419,8.167,7.033,301.0,443.0,67.9458,298.0,441.0,10.033,9.933,247.0,332.0,8.233,11.067,599.0,631.0,19.967,21.033,433.0,430.0,14.433,14.333,409.0,451.0,13.633,15.033,230.0,207.0,7.667,6.9,75.0,74.0,2.5,2.467,417.0,458.0,13.9,15.267
276,2007,1326,2,1,1,2,6,4,1,Ohio St,30,3,90.9091,5.0,867.0,1838.0,47.1708,751.0,1892.0,39.6934,26.273,22.758,246.0,677.0,36.3368,219.0,692.0,31.6474,7.455,6.636,450.0,647.0,69.5518,264.0,387.0,13.636,8.0,369.0,382.0,11.182,11.576,809.0,703.0,24.515,21.303,514.0,414.0,15.576,12.545,388.0,463.0,11.758,14.03,225.0,169.0,6.818,5.121,196.0,82.0,5.939,2.485,448.0,574.0,13.576,17.394
277,2007,1272,8,6,9,7,7,9,2,Memphis,30,3,90.9091,3.0,927.0,2009.0,46.1424,691.0,1793.0,38.5388,28.091,20.939,253.0,720.0,35.1389,165.0,524.0,31.4885,7.667,5.0,519.0,851.0,60.9871,510.0,764.0,15.727,15.455,488.0,394.0,14.788,11.939,829.0,744.0,25.121,22.545,497.0,342.0,15.061,10.364,448.0,595.0,13.576,18.03,324.0,188.0,9.818,5.697,195.0,128.0,5.909,3.879,652.0,689.0,19.758,20.879
278,2007,1401,9,11,13,9,5,5,3,Texas A&M,25,6,80.6452,2.0,837.0,1672.0,50.0598,608.0,1636.0,37.1638,27.0,19.613,202.0,479.0,42.1712,176.0,591.0,29.78,6.516,5.677,490.0,677.0,72.3781,443.0,628.0,15.806,14.29,316.0,340.0,10.194,10.968,792.0,617.0,25.548,19.903,558.0,346.0,18.0,11.161,388.0,465.0,12.516,15.0,210.0,154.0,6.774,4.968,105.0,86.0,3.387,2.774,605.0,610.0,19.516,19.677
279,2007,1438,54,39,46,39,49,48,4,Virginia,19,10,65.5172,1.0,740.0,1699.0,43.555,716.0,1743.0,41.0786,25.517,24.69,236.0,644.0,36.646,215.0,614.0,35.0163,8.138,7.414,530.0,719.0,73.7135,434.0,614.0,18.276,14.966,391.0,356.0,13.483,12.276,740.0,652.0,25.517,22.483,377.0,412.0,13.0,14.207,398.0,391.0,13.724,13.483,135.0,139.0,4.655,4.793,89.0,111.0,3.069,3.828,583.0,603.0,20.103,20.793
280,2007,1397,24,23,20,24,34,39,5,Tennessee,22,10,68.75,2.0,886.0,2000.0,44.3,832.0,1822.0,45.6641,27.688,26.0,286.0,812.0,35.2217,216.0,629.0,34.3402,8.938,6.75,491.0,751.0,65.3795,502.0,693.0,15.344,15.688,435.0,381.0,13.594,11.906,703.0,821.0,21.969,25.656,495.0,470.0,15.469,14.688,467.0,610.0,14.594,19.062,314.0,207.0,9.812,6.469,103.0,132.0,3.219,4.125,634.0,658.0,19.812,20.562
281,2007,1257,31,29,24,33,9,15,6,Louisville,22,9,70.9677,1.0,773.0,1786.0,43.2811,649.0,1621.0,40.037,24.935,20.935,230.0,693.0,33.189,175.0,541.0,32.3475,7.419,5.645,434.0,641.0,67.7067,477.0,714.0,14.0,15.387,421.0,378.0,13.581,12.194,727.0,703.0,23.452,22.677,463.0,370.0,14.935,11.935,399.0,472.0,12.871,15.226,231.0,185.0,7.452,5.968,129.0,102.0,4.161,3.29,632.0,607.0,20.387,19.581
282,2007,1305,21,19,17,31,57,63,7,Nevada,27,4,87.0968,1.0,868.0,1779.0,48.7915,767.0,1874.0,40.9285,28.0,24.742,232.0,561.0,41.3547,173.0,546.0,31.685,7.484,5.581,440.0,583.0,75.4717,378.0,525.0,14.194,12.194,360.0,356.0,11.613,11.484,823.0,623.0,26.548,20.097,513.0,416.0,16.548,13.419,404.0,357.0,13.032,11.516,169.0,178.0,5.452,5.742,128.0,81.0,4.129,2.613,518.0,543.0,16.71,17.516
283,2007,1140,32,42,25,44,43,55,8,BYU,24,8,75.0,0.0,905.0,1848.0,48.9719,794.0,1815.0,43.7466,28.281,24.812,236.0,580.0,40.6897,187.0,549.0,34.0619,7.375,5.844,429.0,653.0,65.6968,453.0,662.0,13.406,14.156,382.0,326.0,11.938,10.188,812.0,675.0,25.375,21.094,505.0,401.0,15.781,12.531,433.0,424.0,13.531,13.25,187.0,216.0,5.844,6.75,112.0,103.0,3.5,3.219,621.0,606.0,19.406,18.938
284,2007,1462,29,55,33,41,22,34,9,Xavier,24,8,75.0,1.0,799.0,1667.0,47.9304,771.0,1787.0,43.1449,24.969,24.094,253.0,649.0,38.9831,181.0,591.0,30.6261,7.906,5.656,594.0,802.0,74.0648,350.0,525.0,18.562,10.938,349.0,359.0,10.906,11.219,733.0,629.0,22.906,19.656,483.0,426.0,15.094,13.312,412.0,456.0,12.875,14.25,184.0,180.0,5.75,5.625,113.0,93.0,3.531,2.906,563.0,671.0,17.594,20.969
285,2007,1166,19,36,26,30,21,32,10,Creighton,22,10,68.75,0.0,710.0,1591.0,44.626,681.0,1641.0,41.4991,22.188,21.281,202.0,588.0,34.3537,212.0,604.0,35.0993,6.312,6.625,527.0,698.0,75.5014,360.0,519.0,16.469,11.25,329.0,320.0,10.281,10.0,720.0,651.0,22.5,20.344,429.0,376.0,13.406,11.75,411.0,444.0,12.844,13.875,200.0,188.0,6.25,5.875,82.0,104.0,2.562,3.25,534.0,636.0,16.688,19.875
286,2007,1390,62,63,55,53,47,53,11,Stanford,18,12,60.0,0.0,757.0,1687.0,44.8726,709.0,1721.0,41.197,25.233,23.633,171.0,487.0,35.1129,164.0,490.0,33.4694,5.7,5.467,413.0,598.0,69.0635,421.0,606.0,13.767,14.033,378.0,329.0,12.6,10.967,778.0,655.0,25.933,21.833,450.0,335.0,15.0,11.167,438.0,351.0,14.6,11.7,142.0,242.0,4.733,8.067,183.0,78.0,6.1,2.6,548.0,553.0,18.267,18.433
287,2007,1253,86,81,78,91,95,131,12,Long Beach St,23,7,76.6667,0.0,849.0,1862.0,45.5961,787.0,1785.0,44.0896,28.3,26.233,256.0,688.0,37.2093,231.0,614.0,37.6221,8.533,7.7,462.0,655.0,70.5344,412.0,570.0,15.4,13.733,384.0,361.0,12.8,12.033,715.0,738.0,23.833,24.6,430.0,448.0,14.333,14.933,412.0,493.0,13.733,16.433,223.0,188.0,7.433,6.267,81.0,73.0,2.7,2.433,516.0,578.0,17.2,19.267
288,2007,1107,103,102,107,124,136,150,13,SUNY Albany,23,9,71.875,0.0,776.0,1704.0,45.5399,712.0,1636.0,43.5208,24.25,22.25,219.0,581.0,37.6936,194.0,563.0,34.4583,6.844,6.062,413.0,572.0,72.2028,445.0,628.0,12.906,13.906,352.0,304.0,11.0,9.5,735.0,673.0,22.969,21.031,420.0,381.0,13.125,11.906,428.0,452.0,13.375,14.125,189.0,197.0,5.906,6.156,78.0,126.0,2.438,3.938,615.0,622.0,19.219,19.438
289,2007,1335,91,89,90,110,104,102,14,Penn,21,8,72.4138,0.0,779.0,1597.0,48.779,695.0,1585.0,43.8486,26.862,23.966,176.0,480.0,36.6667,179.0,508.0,35.2362,6.069,6.172,414.0,617.0,67.0989,389.0,546.0,14.276,13.414,310.0,327.0,10.69,11.276,651.0,627.0,22.448,21.621,500.0,373.0,17.241,12.862,405.0,469.0,13.966,16.172,248.0,207.0,8.552,7.138,87.0,95.0,3.0,3.276,528.0,580.0,18.207,20.0
290,2007,1317,140,155,133,143,164,185,15,North Texas,20,10,66.6667,0.0,813.0,1783.0,45.5973,723.0,1708.0,42.3302,27.1,24.1,203.0,535.0,37.9439,219.0,585.0,37.4359,6.767,7.3,458.0,702.0,65.2422,499.0,715.0,15.267,16.633,413.0,340.0,13.767,11.333,756.0,693.0,25.2,23.1,373.0,326.0,12.433,10.867,464.0,466.0,15.467,15.533,185.0,188.0,6.167,6.267,132.0,107.0,4.4,3.567,612.0,623.0,20.4,20.767
291,2007,1148,161,160,154,193,151,174,16,Central Conn,22,11,66.6667,0.0,771.0,1769.0,43.5839,803.0,1826.0,43.9759,23.364,24.333,252.0,662.0,38.0665,209.0,634.0,32.9653,7.636,6.333,493.0,678.0,72.7139,354.0,534.0,14.939,10.727,395.0,369.0,11.97,11.182,758.0,711.0,22.97,21.545,416.0,429.0,12.606,13.0,469.0,460.0,14.212,13.939,200.0,227.0,6.061,6.879,112.0,105.0,3.394,3.182,532.0,616.0,16.121,18.667
292,2007,1196,3,5,6,3,3,3,1,Florida,29,5,85.2941,6.0,971.0,1843.0,52.6858,783.0,1939.0,40.3816,28.559,23.029,244.0,598.0,40.8027,171.0,596.0,28.6913,7.176,5.029,511.0,751.0,68.0426,356.0,553.0,15.029,10.471,377.0,371.0,11.088,10.912,887.0,644.0,26.088,18.941,536.0,360.0,15.765,10.588,476.0,458.0,14.0,13.471,241.0,235.0,7.088,6.912,164.0,90.0,4.824,2.647,533.0,627.0,15.676,18.441
293,2007,1458,7,2,4,5,10,7,2,Wisconsin,29,5,85.2941,1.0,824.0,1780.0,46.2921,724.0,1777.0,40.7428,24.235,21.294,198.0,556.0,35.6115,185.0,552.0,33.5145,5.824,5.441,537.0,791.0,67.8887,313.0,481.0,15.794,9.206,386.0,333.0,11.353,9.794,807.0,694.0,23.735,20.412,467.0,350.0,13.735,10.294,389.0,487.0,11.441,14.324,193.0,192.0,5.676,5.647,111.0,97.0,3.265,2.853,508.0,726.0,14.941,21.353
294,2007,1332,14,14,12,15,13,21,3,Oregon,26,7,78.7879,3.0,867.0,1925.0,45.039,814.0,1847.0,44.0715,26.273,24.667,313.0,813.0,38.4994,188.0,598.0,31.4381,9.485,5.697,474.0,631.0,75.1189,360.0,521.0,14.364,10.909,403.0,340.0,12.212,10.303,754.0,719.0,22.848,21.788,471.0,410.0,14.273,12.424,416.0,498.0,12.606,15.091,235.0,193.0,7.121,5.848,68.0,136.0,2.061,4.121,529.0,602.0,16.03,18.242
295,2007,1268,12,13,18,11,8,11,4,Maryland,24,8,75.0,1.0,917.0,1915.0,47.8851,776.0,1995.0,38.8972,28.656,24.25,184.0,481.0,38.2536,183.0,616.0,29.7078,5.75,5.719,526.0,753.0,69.8539,428.0,620.0,16.438,13.375,404.0,480.0,12.625,15.0,830.0,718.0,25.938,22.438,555.0,365.0,17.344,11.406,505.0,546.0,15.781,17.062,241.0,252.0,7.531,7.875,221.0,129.0,6.906,4.031,583.0,651.0,18.219,20.344
296,2007,1139,36,31,22,21,66,27,5,Butler,25,6,80.6452,2.0,676.0,1549.0,43.6411,590.0,1463.0,40.3281,21.806,19.032,279.0,758.0,36.8074,156.0,476.0,32.7731,9.0,5.032,486.0,640.0,75.9375,429.0,627.0,15.677,13.839,279.0,308.0,9.0,9.935,649.0,664.0,20.935,21.419,381.0,298.0,12.29,9.613,286.0,405.0,9.226,13.065,155.0,105.0,5.0,3.387,58.0,79.0,1.871,2.548,599.0,616.0,19.323,19.871
297,2007,1323,18,18,28,14,14,17,6,Notre Dame,24,7,77.4194,0.0,841.0,1826.0,46.057,757.0,1819.0,41.6163,27.129,24.419,283.0,713.0,39.6914,198.0,585.0,33.8462,9.129,6.387,563.0,750.0,75.0667,390.0,563.0,18.161,12.581,393.0,368.0,12.677,11.871,796.0,684.0,25.677,22.065,542.0,437.0,17.484,14.097,401.0,464.0,12.935,14.968,261.0,205.0,8.419,6.613,108.0,112.0,3.484,3.613,560.0,620.0,18.065,20.0
298,2007,1424,23,22,11,29,35,52,7,UNLV,27,6,81.8182,2.0,878.0,1956.0,44.8875,782.0,1830.0,42.7322,26.606,23.697,253.0,696.0,36.3506,204.0,602.0,33.887,7.667,6.182,467.0,656.0,71.189,440.0,627.0,14.152,13.333,398.0,402.0,12.061,12.182,746.0,767.0,22.606,23.242,490.0,379.0,14.848,11.485,377.0,513.0,11.424,15.545,269.0,161.0,8.152,4.879,185.0,86.0,5.606,2.606,593.0,602.0,17.97,18.242
299,2007,1112,15,25,14,12,32,23,8,Arizona,20,10,66.6667,0.0,825.0,1719.0,47.993,838.0,1893.0,44.2684,27.5,27.933,168.0,490.0,34.2857,255.0,726.0,35.124,5.6,8.5,536.0,719.0,74.548,244.0,353.0,17.867,8.133,371.0,342.0,12.367,11.4,755.0,607.0,25.167,20.233,486.0,479.0,16.2,15.967,412.0,371.0,13.733,12.367,180.0,173.0,6.0,5.767,97.0,82.0,3.233,2.733,402.0,594.0,13.4,19.8
300,2007,1345,37,38,43,32,38,22,9,Purdue,21,11,65.625,1.0,791.0,1712.0,46.2033,703.0,1658.0,42.4005,24.719,21.969,209.0,580.0,36.0345,184.0,557.0,33.0341,6.531,5.75,446.0,653.0,68.3002,427.0,627.0,13.938,13.344,358.0,351.0,11.188,10.969,696.0,667.0,21.75,20.844,440.0,402.0,13.75,12.562,455.0,528.0,14.219,16.5,246.0,225.0,7.688,7.031,87.0,125.0,2.719,3.906,631.0,600.0,19.719,18.75
301,2007,1210,30,30,42,19,18,14,10,Georgia Tech,20,11,64.5161,0.0,910.0,1848.0,49.2424,727.0,1642.0,44.2753,29.355,23.452,198.0,529.0,37.4291,192.0,575.0,33.3913,6.387,6.194,434.0,635.0,68.3465,509.0,726.0,14.0,16.419,424.0,327.0,13.677,10.548,701.0,611.0,22.613,19.71,480.0,435.0,15.484,14.032,492.0,539.0,15.871,17.387,310.0,219.0,10.0,7.065,110.0,92.0,3.548,2.968,642.0,594.0,20.71,19.161
302,2007,1457,38,12,68,37,82,71,11,Winthrop,24,4,85.7143,1.0,750.0,1575.0,47.619,623.0,1510.0,41.2583,26.786,22.25,226.0,630.0,35.873,177.0,553.0,32.0072,8.071,6.321,349.0,551.0,63.3394,337.0,506.0,12.464,12.036,332.0,271.0,11.857,9.679,706.0,605.0,25.214,21.607,462.0,330.0,16.5,11.786,373.0,398.0,13.321,14.214,209.0,180.0,7.464,6.429,101.0,79.0,3.607,2.821,483.0,502.0,17.25,17.929
303,2007,1330,56,57,54,68,67,69,12,Old Dominion,24,8,75.0,0.0,770.0,1773.0,43.4292,697.0,1691.0,41.2182,24.062,21.781,231.0,658.0,35.1064,197.0,591.0,33.3333,7.219,6.156,473.0,656.0,72.1037,398.0,604.0,14.781,12.438,388.0,330.0,12.125,10.312,786.0,709.0,24.562,22.156,479.0,385.0,14.969,12.031,395.0,465.0,12.344,14.531,244.0,167.0,7.625,5.219,109.0,95.0,3.406,2.969,599.0,618.0,18.719,19.312
304,2007,1172,25,26,38,55,69,74,13,Davidson,27,4,87.0968,0.0,859.0,1913.0,44.9033,753.0,1776.0,42.3986,27.71,24.29,286.0,766.0,37.3368,247.0,689.0,35.8491,9.226,7.968,476.0,631.0,75.4358,377.0,550.0,15.355,12.161,404.0,302.0,13.032,9.742,829.0,743.0,26.742,23.968,480.0,403.0,15.484,13.0,454.0,519.0,14.645,16.742,240.0,211.0,7.742,6.806,82.0,78.0,2.645,2.516,556.0,621.0,17.935,20.032
305,2007,1275,96,104,111,99,89,93,14,Miami OH,18,14,56.25,0.0,699.0,1521.0,45.9566,651.0,1603.0,40.6114,21.844,20.344,162.0,488.0,33.1967,161.0,497.0,32.3944,5.062,5.031,346.0,488.0,70.9016,374.0,545.0,10.812,11.688,257.0,334.0,8.031,10.438,717.0,651.0,22.406,20.344,411.0,306.0,12.844,9.562,427.0,382.0,13.344,11.938,186.0,227.0,5.812,7.094,131.0,90.0,4.094,2.812,545.0,538.0,17.031,16.812
