,Season,Seed,TeamID,TeamName,RankingDayNum,SystemName,OrdinalRank,Wins,Losses,Win%,T_Wins
6678,2005,16,1105,Alabama A&M,133,MAS,283,16,13,55.1724,0.0
6679,2005,16,1105,Alabama A&M,133,MOR,279,16,13,55.1724,0.0
6680,2005,16,1105,Alabama A&M,133,POM,268,16,13,55.1724,0.0
6681,2005,16,1105,Alabama A&M,133,REN,249,16,13,55.1724,0.0
6682,2005,16,1105,Alabama A&M,133,RIS,211,16,13,55.1724,0.0
6683,2005,16,1105,Alabama A&M,133,ROH,237,16,13,55.1724,0.0
6684,2005,16,1105,Alabama A&M,133,RPI,226,16,13,55.1724,0.0
6685,2005,16,1105,Alabama A&M,133,RTH,274,16,13,55.1724,0.0
6686,2005,16,1105,Alabama A&M,133,SAG,287,16,13,55.1724,0.0
6687,2005,16,1105,Alabama A&M,133,SAP,187,16,13,55.1724,0.0
6688,2005,16,1105,Alabama A&M,133,SCR,230,16,13,55.1724,0.0
6689,2005,16,1105,Alabama A&M,133,SEL,267,16,13,55.1724,0.0
6690,2005,16,1105,Alabama A&M,133,SIM,123,16,13,55.1724,0.0
6691,2005,16,1105,Alabama A&M,133,TSR,275,16,13,55.1724,0.0
6692,2005,16,1105,Alabama A&M,133,WIL,263,16,13,55.1724,0.0
6693,2005,16,1105,Alabama A&M,133,WLK,247,16,13,55.1724,0.0
6694,2005,16,1105,Alabama A&M,133,WOB,253,16,13,55.1724,0.0
6695,2005,16,1105,Alabama A&M,133,WOL,253,16,13,55.1724,0.0
6696,2005,16,1324,Oakland,133,ARG,176,11,18,37.931,1.0
6697,2005,16,1324,Oakland,133,BCM,169,11,18,37.931,1.0
6698,2005,16,1324,Oakland,133,BD,185,11,18,37.931,1.0
6699,2005,16,1324,Oakland,133,BIH,198,11,18,37.931,1.0
6700,2005,16,1324,Oakland,133,BOB,199,11,18,37.931,1.0
6701,2005,16,1324,Oakland,133,CMV,305,11,18,37.931,1.0
6702,2005,16,1324,Oakland,133,CNG,184,11,18,37.931,1.0
6703,2005,16,1324,Oakland,133,COL,206,11,18,37.931,1.0
6704,2005,16,1324,Oakland,133,DC,189,11,18,37.931,1.0
6705,2005,16,1324,Oakland,133,DOL,194,11,18,37.931,1.0
6706,2005,16,1324,Oakland,133,DWH,196,11,18,37.931,1.0
6707,2005,16,1324,Oakland,133,ECK,209,11,18,37.931,1.0
6708,2005,16,1324,Oakland,133,ENT,173,11,18,37.931,1.0
6709,2005,16,1324,Oakland,133,GRN,184,11,18,37.931,1.0
6710,2005,16,1324,Oakland,133,HER,211,11,18,37.931,1.0
6711,2005,16,1324,Oakland,133,KLK,246,11,18,37.931,1.0
6712,2005,16,1324,Oakland,133,LYN,162,11,18,37.931,1.0
6713,2005,16,1324,Oakland,133,MAS,184,11,18,37.931,1.0
6714,2005,16,1324,Oakland,133,MOR,176,11,18,37.931,1.0
6715,2005,16,1324,Oakland,133,POM,173,11,18,37.931,1.0
6716,2005,16,1324,Oakland,133,REN,206,11,18,37.931,1.0
6717,2005,16,1324,Oakland,133,RIS,220,11,18,37.931,1.0
6718,2005,16,1324,Oakland,133,ROH,195,11,18,37.931,1.0
6719,2005,16,1324,Oakland,133,RPI,192,11,18,37.931,1.0
6720,2005,16,1324,Oakland,133,RTH,190,11,18,37.931,1.0
6721,2005,16,1324,Oakland,133,SAG,186,11,18,37.931,1.0
6722,2005,16,1324,Oakland,133,SAP,209,11,18,37.931,1.0
6723,2005,16,1324,Oakland,133,SCR,163,11,18,37.931,1.0
6724,2005,16,1324,Oakland,133,SEL,192,11,18,37.931,1.0
6725,2005,16,1324,Oakland,133,SIM,143,11,18,37.931,1.0
6726,2005,16,1324,Oakland,133,TSR,189,11,18,37.931,1.0
6727,2005,16,1324,Oakland,133,WIL,189,11,18,37.931,1.0
6728,2005,16,1324,Oakland,133,WLK,192,11,18,37.931,1.0
6729,2005,16,1324,Oakland,133,WOB,199,11,18,37.931,1.0
6730,2005,16,1324,Oakland,133,WOL,193,11,18,37.931,1.0
6731,2006,1,1181,Duke,133,ACU,1,30,3,90.9091,2.0
6732,2006,1,1181,Duke,133,AP,1,30,3,90.9091,2.0
6733,2006,1,1181,Duke,133,BIH,1,30,3,90.9091,2.0
6734,2006,1,1181,Duke,133,BOB,1,30,3,90.9091,2.0
6735,2006,1,1181,Duke,133,CNG,1,30,3,90.9091,2.0
6736,2006,1,1181,Duke,133,COL,1,30,3,90.9091,2.0
6737,2006,1,1181,Duke,133,DC,1,30,3,90.9091,2.0
6738,2006,1,1181,Duke,133,DOK,1,30,3,90.9091,2.0
6739,2006,1,1181,Duke,133,DOL,1,30,3,90.9091,2.0
6740,2006,1,1181,Duke,133,DUN,5,30,3,90.9091,2.0
6741,2006,1,1181,Duke,133,DWH,2,30,3,90.9091,2.0
6742,2006,1,1181,Duke,133,ECK,1,30,3,90.9091,2.0
6743,2006,1,1181,Duke,133,GRN,2,30,3,90.9091,2.0
6744,2006,1,1181,Duke,133,JCI,2,30,3,90.9091,2.0
6745,2006,1,1181,Duke,133,KPK,2,30,3,90.9091,2.0
6746,2006,1,1181,Duke,133,LYN,1,30,3,90.9091,2.0
6747,2006,1,1181,Duke,133,MB,2,30,3,90.9091,2.0
6748,2006,1,1181,Duke,133,MOR,3,30,3,90.9091,2.0
6749,2006,1,1181,Duke,133,PH,1,30,3,90.9091,2.0
6750,2006,1,1181,Duke,133,PIG,4,30,3,90.9091,2.0
6751,2006,1,1181,Duke,133,PKL,1,30,3,90.9091,2.0
6752,2006,1,1181,Duke,133,POM,1,30,3,90.9091,2.0
6753,2006,1,1181,Duke,133,REN,1,30,3,90.9091,2.0
6754,2006,1,1181,Duke,133,ROH,1,30,3,90.9091,2.0
6755,2006,1,1181,Duke,133,RPI,1,30,3,90.9091,2.0
6756,2006,1,1181,Duke,133,RTH,1,30,3,90.9091,2.0
6757,2006,1,1181,Duke,133,SAG,1,30,3,90.9091,2.0
6758,2006,1,1181,Duke,133,SAP,1,30,3,90.9091,2.0
6759,2006,1,1181,Duke,133,SCR,1,30,3,90.9091,2.0
6760,2006,1,1181,Duke,133,SE,2,30,3,90.9091,2.0
6761,2006,1,1181,Duke,133,SEL,1,30,3,90.9091,2.0
6762,2006,1,1181,Duke,133,SIM,1,30,3,90.9091,2.0
6763,2006,1,1181,Duke,133,TRX,2,30,3,90.9091,2.0
6764,2006,1,1181,Duke,133,USA,1,30,3,90.9091,2.0
6765,2006,1,1181,Duke,133,WLK,1,30,3,90.9091,2.0
6766,2006,1,1181,Duke,133,WOB,2,30,3,90.9091,2.0
6767,2006,1,1181,Duke,133,WOL,1,30,3,90.9091,2.0
6768,2006,2,1400,Texas,133,ACU,5,27,6,81.8182,3.0
6769,2006,2,1400,Texas,133,AP,9,27,6,81.8182,3.0
6770,2006,2,1400,Texas,133,BIH,6,27,6,81.8182,3.0
6771,2006,2,1400,Texas,133,BOB,4,27,6,81.8182,3.0
6772,2006,2,1400,Texas,133,CNG,2,27,6,81.8182,3.0
6773,2006,2,1400,Texas,133,COL,8,27,6,81.8182,3.0
6774,2006,2,1400,Texas,133,DC,8,27,6,81.8182,3.0
6775,2006,2,1400,Texas,133,DOK,2,27,6,81.8182,3.0
6776,2006,2,1400,Texas,133,DOL,6,27,6,81.8182,3.0
6777,2006,2,1400,Texas,133,DUN,6,27,6,81.8182,3.0
6778,2006,2,1400,Texas,133,DWH,5,27,6,81.8182,3.0
6779,2006,2,1400,Texas,133,ECK,6,27,6,81.8182,3.0
6780,2006,2,1400,Texas,133,GRN,6,27,6,81.8182,3.0
6781,2006,2,1400,Texas,133,JCI,8,27,6,81.8182,3.0
6782,2006,2,1400,Texas,133,KPK,5,27,6,81.8182,3.0
6783,2006,2,1400,Texas,133,LYN,3,27,6,81.8182,3.0
6784,2006,2,1400,Texas,133,MB,6,27,6,81.8182,3.0
6785,2006,2,1400,Texas,133,MOR,5,27,6,81.8182,3.0
6786,2006,2,1400,Texas,133,PH,4,27,6,81.8182,3.0
6787,2006,2,1400,Texas,133,PIG,8,27,6,81.8182,3.0
6788,2006,2,1400,Texas,133,PKL,6,27,6,81.8182,3.0
6789,2006,2,1400,Texas,133,POM,6,27,6,81.8182,3.0
6790,2006,2,1400,Texas,133,REN,8,27,6,81.8182,3.0
6791,2006,2,1400,Texas,133,ROH,5,27,6,81.8182,3.0
6792,2006,2,1400,Texas,133,RPI,8,27,6,81.8182,3.0
6793,2006,2,1400,Texas,133,RTH,5,27,6,81.8182,3.0
6794,2006,2,1400,Texas,133,SAG,4,27,6,81.8182,3.0
6795,2006,2,1400,Texas,133,SAP,7,27,6,81.8182,3.0
6796,2006,2,1400,Texas,133,SCR,11,27,6,81.8182,3.0
6797,2006,2,1400,Texas,133,SE,8,27,6,81.8182,3.0
6798,2006,2,1400,Texas,133,SEL,4,27,6,81.8182,3.0
6799,2006,2,1400,Texas,133,SIM,10,27,6,81.8182,3.0
6800,2006,2,1400,Texas,133,TRX,4,27,6,81.8182,3.0
6801,2006,2,1400,Texas,133,USA,9,27,6,81.8182,3.0
6802,2006,2,1400,Texas,133,WLK,4,27,6,81.8182,3.0
6803,2006,2,1400,Texas,133,WOB,5,27,6,81.8182,3.0
6804,2006,2,1400,Texas,133,WOL,8,27,6,81.8182,3.0
6805,2006,3,1234,Iowa,133,ACU,15,25,8,75.7576,0.0
6806,2006,3,1234,Iowa,133,AP,15,25,8,75.7576,0.0
6807,2006,3,1234,Iowa,133,BIH,14,25,8,75.7576,0.0
6808,2006,3,1234,Iowa,133,BOB,11,25,8,75.7576,0.0
6809,2006,3,1234,Iowa,133,CNG,17,25,8,75.7576,0.0
6810,2006,3,1234,Iowa,133,COL,12,25,8,75.7576,0.0
6811,2006,3,1234,Iowa,133,DC,9,25,8,75.7576,0.0
6812,2006,3,1234,Iowa,133,DOK,11,25,8,75.7576,0.0
6813,2006,3,1234,Iowa,133,DOL,15,25,8,75.7576,0.0
6814,2006,3,1234,Iowa,133,DUN,9,25,8,75.7576,0.0
6815,2006,3,1234,Iowa,133,DWH,11,25,8,75.7576,0.0
6816,2006,3,1234,Iowa,133,ECK,12,25,8,75.7576,0.0
6817,2006,3,1234,Iowa,133,GRN,12,25,8,75.7576,0.0
6818,2006,3,1234,Iowa,133,JCI,12,25,8,75.7576,0.0
6819,2006,3,1234,Iowa,133,KPK,11,25,8,75.7576,0.0
6820,2006,3,1234,Iowa,133,LYN,16,25,8,75.7576,0.0
6821,2006,3,1234,Iowa,133,MB,12,25,8,75.7576,0.0
6822,2006,3,1234,Iowa,133,MOR,13,25,8,75.7576,0.0
6823,2006,3,1234,Iowa,133,PH,20,25,8,75.7576,0.0
6824,2006,3,1234,Iowa,133,PIG,10,25,8,75.7576,0.0
6825,2006,3,1234,Iowa,133,PKL,15,25,8,75.7576,0.0
6826,2006,3,1234,Iowa,133,POM,14,25,8,75.7576,0.0
6827,2006,3,1234,Iowa,133,REN,10,25,8,75.7576,0.0
6828,2006,3,1234,Iowa,133,ROH,13,25,8,75.7576,0.0
6829,2006,3,1234,Iowa,133,RPI,7,25,8,75.7576,0.0
6830,2006,3,1234,Iowa,133,RTH,12,25,8,75.7576,0.0
6831,2006,3,1234,Iowa,133,SAG,15,25,8,75.7576,0.0
6832,2006,3,1234,Iowa,133,SAP,8,25,8,75.7576,0.0
6833,2006,3,1234,Iowa,133,SCR,8,25,8,75.7576,0.0
6834,2006,3,1234,Iowa,133,SE,12,25,8,75.7576,0.0
6835,2006,3,1234,Iowa,133,SEL,10,25,8,75.7576,0.0
6836,2006,3,1234,Iowa,133,SIM,7,25,8,75.7576,0.0
6837,2006,3,1234,Iowa,133,TRX,3,25,8,75.7576,0.0
6838,2006,3,1234,Iowa,133,USA,15,25,8,75.7576,0.0
6839,2006,3,1234,Iowa,133,WLK,13,25,8,75.7576,0.0
6840,2006,3,1234,Iowa,133,WOB,11,25,8,75.7576,0.0
6841,2006,3,1234,Iowa,133,WOL,11,25,8,75.7576,0.0
6842,2006,4,1261,LSU,133,ACU,20,22,8,73.3333,4.0
6843,2006,4,1261,LSU,133,AP,19,22,8,73.3333,4.0
6844,2006,4,1261,LSU,133,BIH,18,22,8,73.3333,4.0
6845,2006,4,1261,LSU,133,BOB,14,22,8,73.3333,4.0
6846,2006,4,1261,LSU,133,CNG,12,22,8,73.3333,4.0
6847,2006,4,1261,LSU,133,COL,15,22,8,73.3333,4.0
6848,2006,4,1261,LSU,133,DC,10,22,8,73.3333,4.0
6849,2006,4,1261,LSU,133,DOK,13,22,8,73.3333,4.0
6850,2006,4,1261,LSU,133,DOL,19,22,8,73.3333,4.0
6851,2006,4,1261,LSU,133,DUN,20,22,8,73.3333,4.0
6852,2006,4,1261,LSU,133,DWH,17,22,8,73.3333,4.0
6853,2006,4,1261,LSU,133,ECK,13,22,8,73.3333,4.0
6854,2006,4,1261,LSU,133,GRN,14,22,8,73.3333,4.0
6855,2006,4,1261,LSU,133,JCI,15,22,8,73.3333,4.0
6856,2006,4,1261,LSU,133,KPK,15,22,8,73.3333,4.0
6857,2006,4,1261,LSU,133,LYN,12,22,8,73.3333,4.0
6858,2006,4,1261,LSU,133,MB,17,22,8,73.3333,4.0
6859,2006,4,1261,LSU,133,MOR,17,22,8,73.3333,4.0
6860,2006,4,1261,LSU,133,PH,15,22,8,73.3333,4.0
6861,2006,4,1261,LSU,133,PIG,18,22,8,73.3333,4.0
6862,2006,4,1261,LSU,133,PKL,29,22,8,73.3333,4.0
6863,2006,4,1261,LSU,133,POM,13,22,8,73.3333,4.0
6864,2006,4,1261,LSU,133,REN,14,22,8,73.3333,4.0
6865,2006,4,1261,LSU,133,ROH,17,22,8,73.3333,4.0
6866,2006,4,1261,LSU,133,RPI,13,22,8,73.3333,4.0
6867,2006,4,1261,LSU,133,RTH,14,22,8,73.3333,4.0
6868,2006,4,1261,LSU,133,SAG,12,22,8,73.3333,4.0
6869,2006,4,1261,LSU,133,SAP,16,22,8,73.3333,4.0
6870,2006,4,1261,LSU,133,SCR,3,22,8,73.3333,4.0
6871,2006,4,1261,LSU,133,SE,16,22,8,73.3333,4.0
6872,2006,4,1261,LSU,133,SEL,15,22,8,73.3333,4.0
6873,2006,4,1261,LSU,133,SIM,34,22,8,73.3333,4.0
6874,2006,4,1261,LSU,133,TRX,14,22,8,73.3333,4.0
6875,2006,4,1261,LSU,133,USA,18,22,8,73.3333,4.0
6876,2006,4,1261,LSU,133,WLK,12,22,8,73.3333,4.0
6877,2006,4,1261,LSU,133,WOB,17,22,8,73.3333,4.0
6878,2006,4,1261,LSU,133,WOL,16,22,8,73.3333,4.0
6879,2006,5,1393,Syracuse,133,ACU,22,23,11,67.6471,0.0
6880,2006,5,1393,Syracuse,133,AP,21,23,11,67.6471,0.0
6881,2006,5,1393,Syracuse,133,BIH,23,23,11,67.6471,0.0
6882,2006,5,1393,Syracuse,133,BOB,21,23,11,67.6471,0.0
6883,2006,5,1393,Syracuse,133,CNG,40,23,11,67.6471,0.0
6884,2006,5,1393,Syracuse,133,COL,21,23,11,67.6471,0.0
6885,2006,5,1393,Syracuse,133,DC,19,23,11,67.6471,0.0
6886,2006,5,1393,Syracuse,133,DOK,33,23,11,67.6471,0.0
6887,2006,5,1393,Syracuse,133,DOL,22,23,11,67.6471,0.0
6888,2006,5,1393,Syracuse,133,DUN,31,23,11,67.6471,0.0
6889,2006,5,1393,Syracuse,133,DWH,19,23,11,67.6471,0.0
6890,2006,5,1393,Syracuse,133,ECK,15,23,11,67.6471,0.0
6891,2006,5,1393,Syracuse,133,GRN,23,23,11,67.6471,0.0
6892,2006,5,1393,Syracuse,133,JCI,17,23,11,67.6471,0.0
6893,2006,5,1393,Syracuse,133,KPK,19,23,11,67.6471,0.0
6894,2006,5,1393,Syracuse,133,LYN,52,23,11,67.6471,0.0
6895,2006,5,1393,Syracuse,133,MB,18,23,11,67.6471,0.0
6896,2006,5,1393,Syracuse,133,MOR,30,23,11,67.6471,0.0
6897,2006,5,1393,Syracuse,133,PH,64,23,11,67.6471,0.0
6898,2006,5,1393,Syracuse,133,PIG,26,23,11,67.6471,0.0
6899,2006,5,1393,Syracuse,133,PKL,34,23,11,67.6471,0.0
6900,2006,5,1393,Syracuse,133,POM,52,23,11,67.6471,0.0
6901,2006,5,1393,Syracuse,133,REN,20,23,11,67.6471,0.0
6902,2006,5,1393,Syracuse,133,ROH,23,23,11,67.6471,0.0
6903,2006,5,1393,Syracuse,133,RPI,17,23,11,67.6471,0.0
6904,2006,5,1393,Syracuse,133,RTH,24,23,11,67.6471,0.0
6905,2006,5,1393,Syracuse,133,SAG,26,23,11,67.6471,0.0
6906,2006,5,1393,Syracuse,133,SAP,34,23,11,67.6471,0.0
6907,2006,5,1393,Syracuse,133,SCR,14,23,11,67.6471,0.0
6908,2006,5,1393,Syracuse,133,SE,18,23,11,67.6471,0.0
6909,2006,5,1393,Syracuse,133,SEL,18,23,11,67.6471,0.0
6910,2006,5,1393,Syracuse,133,SIM,82,23,11,67.6471,0.0
6911,2006,5,1393,Syracuse,133,TRX,18,23,11,67.6471,0.0
6912,2006,5,1393,Syracuse,133,USA,22,23,11,67.6471,0.0
6913,2006,5,1393,Syracuse,133,WLK,32,23,11,67.6471,0.0
6914,2006,5,1393,Syracuse,133,WOB,19,23,11,67.6471,0.0
6915,2006,5,1393,Syracuse,133,WOL,22,23,11,67.6471,0.0
6916,2006,6,1452,West Virginia,133,ACU,23,19,10,65.5172,2.0
6917,2006,6,1452,West Virginia,133,AP,22,19,10,65.5172,2.0
6918,2006,6,1452,West Virginia,133,BIH,25,19,10,65.5172,2.0
6919,2006,6,1452,West Virginia,133,BOB,23,19,10,65.5172,2.0
6920,2006,6,1452,West Virginia,133,CNG,19,19,10,65.5172,2.0
6921,2006,6,1452,West Virginia,133,COL,29,19,10,65.5172,2.0
6922,2006,6,1452,West Virginia,133,DC,22,19,10,65.5172,2.0
6923,2006,6,1452,West Virginia,133,DOK,18,19,10,65.5172,2.0
6924,2006,6,1452,West Virginia,133,DOL,24,19,10,65.5172,2.0
6925,2006,6,1452,West Virginia,133,DUN,23,19,10,65.5172,2.0
6926,2006,6,1452,West Virginia,133,DWH,21,19,10,65.5172,2.0
6927,2006,6,1452,West Virginia,133,ECK,33,19,10,65.5172,2.0
6928,2006,6,1452,West Virginia,133,GRN,20,19,10,65.5172,2.0
6929,2006,6,1452,West Virginia,133,JCI,19,19,10,65.5172,2.0
6930,2006,6,1452,West Virginia,133,KPK,21,19,10,65.5172,2.0
6931,2006,6,1452,West Virginia,133,LYN,21,19,10,65.5172,2.0
6932,2006,6,1452,West Virginia,133,MB,21,19,10,65.5172,2.0
6933,2006,6,1452,West Virginia,133,MOR,21,19,10,65.5172,2.0
6934,2006,6,1452,West Virginia,133,PH,38,19,10,65.5172,2.0
6935,2006,6,1452,West Virginia,133,PIG,24,19,10,65.5172,2.0
6936,2006,6,1452,West Virginia,133,PKL,14,19,10,65.5172,2.0
6937,2006,6,1452,West Virginia,133,POM,18,19,10,65.5172,2.0
6938,2006,6,1452,West Virginia,133,REN,26,19,10,65.5172,2.0
6939,2006,6,1452,West Virginia,133,ROH,22,19,10,65.5172,2.0
6940,2006,6,1452,West Virginia,133,RPI,38,19,10,65.5172,2.0
6941,2006,6,1452,West Virginia,133,RTH,19,19,10,65.5172,2.0
6942,2006,6,1452,West Virginia,133,SAG,21,19,10,65.5172,2.0
6943,2006,6,1452,West Virginia,133,SAP,48,19,10,65.5172,2.0
6944,2006,6,1452,West Virginia,133,SCR,15,19,10,65.5172,2.0
6945,2006,6,1452,West Virginia,133,SE,20,19,10,65.5172,2.0
6946,2006,6,1452,West Virginia,133,SEL,24,19,10,65.5172,2.0
6947,2006,6,1452,West Virginia,133,SIM,37,19,10,65.5172,2.0
6948,2006,6,1452,West Virginia,133,TRX,31,19,10,65.5172,2.0
6949,2006,6,1452,West Virginia,133,USA,23,19,10,65.5172,2.0
6950,2006,6,1452,West Virginia,133,WLK,24,19,10,65.5172,2.0
6951,2006,6,1452,West Virginia,133,WOB,23,19,10,65.5172,2.0
6952,2006,6,1452,West Virginia,133,WOL,24,19,10,65.5172,2.0
6953,2006,7,1143,California,133,ACU,29,20,10,66.6667,0.0
6954,2006,7,1143,California,133,BIH,41,20,10,66.6667,0.0
6955,2006,7,1143,California,133,BOB,41,20,10,66.6667,0.0
6956,2006,7,1143,California,133,CNG,33,20,10,66.6667,0.0
6957,2006,7,1143,California,133,COL,47,20,10,66.6667,0.0
6958,2006,7,1143,California,133,DC,47,20,10,66.6667,0.0
6959,2006,7,1143,California,133,DOK,54,20,10,66.6667,0.0
6960,2006,7,1143,California,133,DOL,40,20,10,66.6667,0.0
6961,2006,7,1143,California,133,DUN,43,20,10,66.6667,0.0
6962,2006,7,1143,California,133,DWH,45,20,10,66.6667,0.0
6963,2006,7,1143,California,133,ECK,63,20,10,66.6667,0.0
6964,2006,7,1143,California,133,GRN,51,20,10,66.6667,0.0
6965,2006,7,1143,California,133,JCI,54,20,10,66.6667,0.0
6966,2006,7,1143,California,133,KPK,43,20,10,66.6667,0.0
6967,2006,7,1143,California,133,LYN,39,20,10,66.6667,0.0
6968,2006,7,1143,California,133,MB,47,20,10,66.6667,0.0
6969,2006,7,1143,California,133,MOR,46,20,10,66.6667,0.0
6970,2006,7,1143,California,133,PH,76,20,10,66.6667,0.0
6971,2006,7,1143,California,133,PIG,37,20,10,66.6667,0.0
6972,2006,7,1143,California,133,PKL,47,20,10,66.6667,0.0
6973,2006,7,1143,California,133,POM,50,20,10,66.6667,0.0
6974,2006,7,1143,California,133,REN,43,20,10,66.6667,0.0
6975,2006,7,1143,California,133,ROH,41,20,10,66.6667,0.0
6976,2006,7,1143,California,133,RPI,52,20,10,66.6667,0.0
6977,2006,7,1143,California,133,RTH,43,20,10,66.6667,0.0
6978,2006,7,1143,California,133,SAG,51,20,10,66.6667,0.0
6979,2006,7,1143,California,133,SAP,60,20,10,66.6667,0.0
6980,2006,7,1143,California,133,SCR,39,20,10,66.6667,0.0
6981,2006,7,1143,California,133,SE,54,20,10,66.6667,0.0
6982,2006,7,1143,California,133,SEL,39,20,10,66.6667,0.0
6983,2006,7,1143,California,133,SIM,88,20,10,66.6667,0.0
6984,2006,7,1143,California,133,WLK,51,20,10,66.6667,0.0
6985,2006,7,1143,California,133,WOB,42,20,10,66.6667,0.0
6986,2006,7,1143,California,133,WOL,55,20,10,66.6667,0.0
6987,2006,8,1203,G Washington,133,ACU,10,26,2,92.8571,1.0
6988,2006,8,1203,G Washington,133,AP,14,26,2,92.8571,1.0
6989,2006,8,1203,G Washington,133,BIH,7,26,2,92.8571,1.0
6990,2006,8,1203,G Washington,133,BOB,29,26,2,92.8571,1.0
6991,2006,8,1203,G Washington,133,CNG,55,26,2,92.8571,1.0
6992,2006,8,1203,G Washington,133,COL,17,26,2,92.8571,1.0
6993,2006,8,1203,G Washington,133,DC,24,26,2,92.8571,1.0
6994,2006,8,1203,G Washington,133,DOK,22,26,2,92.8571,1.0
6995,2006,8,1203,G Washington,133,DOL,9,26,2,92.8571,1.0
6996,2006,8,1203,G Washington,133,DUN,63,26,2,92.8571,1.0
6997,2006,8,1203,G Washington,133,DWH,13,26,2,92.8571,1.0
6998,2006,8,1203,G Washington,133,ECK,21,26,2,92.8571,1.0
6999,2006,8,1203,G Washington,133,GRN,16,26,2,92.8571,1.0
7000,2006,8,1203,G Washington,133,JCI,9,26,2,92.8571,1.0
7001,2006,8,1203,G Washington,133,KPK,17,26,2,92.8571,1.0
7002,2006,8,1203,G Washington,133,LYN,24,26,2,92.8571,1.0
7003,2006,8,1203,G Washington,133,MB,11,26,2,92.8571,1.0
7004,2006,8,1203,G Washington,133,MOR,42,26,2,92.8571,1.0
7005,2006,8,1203,G Washington,133,PH,30,26,2,92.8571,1.0
7006,2006,8,1203,G Washington,133,PIG,52,26,2,92.8571,1.0
7007,2006,8,1203,G Washington,133,PKL,24,26,2,92.8571,1.0
7008,2006,8,1203,G Washington,133,POM,31,26,2,92.8571,1.0
7009,2006,8,1203,G Washington,133,REN,7,26,2,92.8571,1.0
7010,2006,8,1203,G Washington,133,ROH,19,26,2,92.8571,1.0
7011,2006,8,1203,G Washington,133,RPI,37,26,2,92.8571,1.0
7012,2006,8,1203,G Washington,133,RTH,18,26,2,92.8571,1.0
7013,2006,8,1203,G Washington,133,SAG,22,26,2,92.8571,1.0
7014,2006,8,1203,G Washington,133,SAP,13,26,2,92.8571,1.0
7015,2006,8,1203,G Washington,133,SCR,48,26,2,92.8571,1.0
7016,2006,8,1203,G Washington,133,SE,9,26,2,92.8571,1.0
7017,2006,8,1203,G Washington,133,SEL,21,26,2,92.8571,1.0
7018,2006,8,1203,G Washington,133,SIM,31,26,2,92.8571,1.0
7019,2006,8,1203,G Washington,133,TRX,25,26,2,92.8571,1.0
7020,2006,8,1203,G Washington,133,USA,11,26,2,92.8571,1.0
7021,2006,8,1203,G Washington,133,WLK,16,26,2,92.8571,1.0
7022,2006,8,1203,G Washington,133,WOB,12,26,2,92.8571,1.0
7023,2006,8,1203,G Washington,133,WOL,6,26,2,92.8571,1.0
7024,2006,9,1423,UNC Wilmington,133,BIH,39,25,7,78.125,0.0
7025,2006,9,1423,UNC Wilmington,133,BOB,51,25,7,78.125,0.0
7026,2006,9,1423,UNC Wilmington,133,CNG,63,25,7,78.125,0.0
7027,2006,9,1423,UNC Wilmington,133,COL,44,25,7,78.125,0.0
7028,2006,9,1423,UNC Wilmington,133,DC,27,25,7,78.125,0.0
7029,2006,9,1423,UNC Wilmington,133,DOK,30,25,7,78.125,0.0
7030,2006,9,1423,UNC Wilmington,133,DOL,41,25,7,78.125,0.0
7031,2006,9,1423,UNC Wilmington,133,DUN,48,25,7,78.125,0.0
7032,2006,9,1423,UNC Wilmington,133,DWH,55,25,7,78.125,0.0
7033,2006,9,1423,UNC Wilmington,133,ECK,29,25,7,78.125,0.0
7034,2006,9,1423,UNC Wilmington,133,GRN,42,25,7,78.125,0.0
7035,2006,9,1423,UNC Wilmington,133,JCI,44,25,7,78.125,0.0
7036,2006,9,1423,UNC Wilmington,133,KPK,54,25,7,78.125,0.0
7037,2006,9,1423,UNC Wilmington,133,LYN,41,25,7,78.125,0.0
7038,2006,9,1423,UNC Wilmington,133,MB,60,25,7,78.125,0.0
7039,2006,9,1423,UNC Wilmington,133,MOR,71,25,7,78.125,0.0
7040,2006,9,1423,UNC Wilmington,133,PH,16,25,7,78.125,0.0
7041,2006,9,1423,UNC Wilmington,133,PIG,30,25,7,78.125,0.0
7042,2006,9,1423,UNC Wilmington,133,PKL,27,25,7,78.125,0.0
7043,2006,9,1423,UNC Wilmington,133,POM,40,25,7,78.125,0.0
7044,2006,9,1423,UNC Wilmington,133,REN,40,25,7,78.125,0.0
7045,2006,9,1423,UNC Wilmington,133,ROH,40,25,7,78.125,0.0
7046,2006,9,1423,UNC Wilmington,133,RPI,28,25,7,78.125,0.0
7047,2006,9,1423,UNC Wilmington,133,RTH,55,25,7,78.125,0.0
7048,2006,9,1423,UNC Wilmington,133,SAG,48,25,7,78.125,0.0
7049,2006,9,1423,UNC Wilmington,133,SAP,20,25,7,78.125,0.0
7050,2006,9,1423,UNC Wilmington,133,SCR,30,25,7,78.125,0.0
7051,2006,9,1423,UNC Wilmington,133,SE,44,25,7,78.125,0.0
7052,2006,9,1423,UNC Wilmington,133,SEL,51,25,7,78.125,0.0
7053,2006,9,1423,UNC Wilmington,133,SIM,18,25,7,78.125,0.0
7054,2006,9,1423,UNC Wilmington,133,WLK,29,25,7,78.125,0.0
7055,2006,9,1423,UNC Wilmington,133,WOB,53,25,7,78.125,0.0
7056,2006,9,1423,UNC Wilmington,133,WOL,33,25,7,78.125,0.0
